Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,250,France,5510,Production,114,Sorghum,2019,2019,tonnes,422900,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,114,Sorghum,2020,2020,tonnes,527070,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1344.01,Sour cherries,2018,2018,ha,780,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1344.01,Sour cherries,2019,2019,ha,770,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1344.01,Sour cherries,2020,2020,ha,710,A,Official figure
QCL,Crops and livestock products,250,France,5419,Yield,1344.01,Sour cherries,2018,2018,hg/ha,42051,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1344.01,Sour cherries,2019,2019,hg/ha,35584,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1344.01,Sour cherries,2020,2020,hg/ha,41268,E,Estimated value
QCL,Crops and livestock products,250,France,5510,Production,1344.01,Sour cherries,2018,2018,tonnes,3280,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1344.01,Sour cherries,2019,2019,tonnes,2740,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1344.01,Sour cherries,2020,2020,tonnes,2930,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2000,2000,tonnes,67600,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2001,2001,tonnes,114000,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2002,2002,tonnes,150000,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2003,2003,tonnes,128000,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2004,2004,tonnes,71200,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2005,2005,tonnes,79400,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2006,2006,tonnes,48900,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2007,2007,tonnes,61200,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2008,2008,tonnes,53500,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2009,2009,tonnes,102000,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2010,2010,tonnes,102877,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2011,2011,tonnes,121591,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2012,2012,tonnes,128283,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2013,2013,tonnes,107313,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2014,2014,tonnes,105000,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2015,2015,tonnes,128300,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2016,2016,tonnes,145100,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2017,2017,tonnes,152600,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2018,2018,tonnes,149600,T,Unofficial figure
QCL,Crops and livestock products,250,France,5510,Production,2161,Soya bean oil,2019,2019,tonnes,144400,T,Unofficial figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2000,2000,ha,77695,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2001,2001,ha,120893,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2002,2002,ha,74747,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2003,2003,ha,80747,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2004,2004,ha,58594,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2005,2005,ha,57385,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2006,2006,ha,45263,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2007,2007,ha,32551,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2008,2008,ha,21771,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2009,2009,ha,43746,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2010,2010,ha,50939,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2011,2011,ha,41571,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2012,2012,ha,37367,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2013,2013,ha,42999,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2014,2014,ha,75789,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2015,2015,ha,122529,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2016,2016,ha,136518,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2017,2017,ha,141829,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2018,2018,ha,153850,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2019,2019,ha,163800,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,141,Soya beans,2020,2020,ha,186720,A,Official figure
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2000,2000,hg/ha,25875,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2001,2001,hg/ha,25617,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2002,2002,hg/ha,27899,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2003,2003,hg/ha,18251,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2004,2004,hg/ha,25104,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2005,2005,hg/ha,24837,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2006,2006,hg/ha,27173,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2007,2007,hg/ha,25991,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2008,2008,hg/ha,28986,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2009,2009,hg/ha,25109,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2010,2010,hg/ha,27495,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2011,2011,hg/ha,29473,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2012,2012,hg/ha,27815,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2013,2013,hg/ha,25599,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2014,2014,hg/ha,29986,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2015,2015,hg/ha,27490,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2016,2016,hg/ha,24829,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2017,2017,hg/ha,29275,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2018,2018,hg/ha,25901,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2019,2019,hg/ha,26162,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,141,Soya beans,2020,2020,hg/ha,21780,E,Estimated value
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2000,2000,tonnes,201033,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2001,2001,tonnes,309694,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2002,2002,tonnes,208533,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2003,2003,tonnes,147368,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2004,2004,tonnes,147095,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2005,2005,tonnes,142528,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2006,2006,tonnes,122995,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2007,2007,tonnes,84603,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2008,2008,tonnes,63106,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2009,2009,tonnes,109842,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2010,2010,tonnes,140059,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2011,2011,tonnes,122521,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2012,2012,tonnes,103935,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2013,2013,tonnes,110072,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2014,2014,tonnes,227262,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2015,2015,tonnes,336830,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2016,2016,tonnes,338955,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2017,2017,tonnes,415202,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2018,2018,tonnes,398480,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2019,2019,tonnes,428530,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,141,Soya beans,2020,2020,tonnes,406670,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2000,2000,ha,6134,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2001,2001,ha,6178,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2002,2002,ha,5778,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2003,2003,ha,5827,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2004,2004,ha,5543,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2005,2005,ha,5566,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2006,2006,ha,6456,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2007,2007,ha,6480,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2008,2008,ha,6480,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2009,2009,ha,5744,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2010,2010,ha,4299,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2011,2011,ha,5816,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2012,2012,ha,5083,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2013,2013,ha,6103,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2014,2014,ha,5837,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2015,2015,ha,5306,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2016,2016,ha,5357,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2017,2017,ha,5686,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2018,2018,ha,6060,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2019,2019,ha,5890,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1215,Spinach,2020,2020,ha,5320,A,Official figure
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2000,2000,hg/ha,177610,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2001,2001,hg/ha,172951,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2002,2002,hg/ha,197343,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2003,2003,hg/ha,198572,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2004,2004,hg/ha,199702,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2005,2005,hg/ha,209977,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2006,2006,hg/ha,207011,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2007,2007,hg/ha,196526,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2008,2008,hg/ha,190975,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2009,2009,hg/ha,191833,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2010,2010,hg/ha,186660,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2011,2011,hg/ha,189936,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2012,2012,hg/ha,195050,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2013,2013,hg/ha,194943,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2014,2014,hg/ha,202277,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2015,2015,hg/ha,201278,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2016,2016,hg/ha,214993,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2017,2017,hg/ha,212146,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2018,2018,hg/ha,208762,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2019,2019,hg/ha,208268,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1215,Spinach,2020,2020,hg/ha,182538,E,Estimated value
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2000,2000,tonnes,108946,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2001,2001,tonnes,106849,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2002,2002,tonnes,114025,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2003,2003,tonnes,115708,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2004,2004,tonnes,110695,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2005,2005,tonnes,116873,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2006,2006,tonnes,133646,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2007,2007,tonnes,127349,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2008,2008,tonnes,123752,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2009,2009,tonnes,110189,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2010,2010,tonnes,80245,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2011,2011,tonnes,110467,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2012,2012,tonnes,99144,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2013,2013,tonnes,118974,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2014,2014,tonnes,118069,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2015,2015,tonnes,106798,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2016,2016,tonnes,115172,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2017,2017,tonnes,120626,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2018,2018,tonnes,126510,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2019,2019,tonnes,122670,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1215,Spinach,2020,2020,tonnes,97110,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2000,2000,ha,3974,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2001,2001,ha,3863,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2002,2002,ha,3782,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2003,2003,ha,3690,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2004,2004,ha,3614,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2005,2005,ha,3454,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2006,2006,ha,3342,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2007,2007,ha,3116,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2008,2008,ha,3051,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2009,2009,ha,2975,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2010,2010,ha,3167,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2011,2011,ha,3100,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2012,2012,ha,3257,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2013,2013,ha,3237,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2014,2014,ha,3259,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2015,2015,ha,3341,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2016,2016,ha,3340,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2017,2017,ha,3313,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2018,2018,ha,3350,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2019,2019,ha,3350,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1354,Strawberries,2020,2020,ha,3330,A,Official figure
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2000,2000,hg/ha,150609,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2001,2001,hg/ha,141802,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2002,2002,hg/ha,136801,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2003,2003,hg/ha,128518,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2004,2004,hg/ha,148777,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2005,2005,hg/ha,149169,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2006,2006,hg/ha,150610,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2007,2007,hg/ha,143495,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2008,2008,hg/ha,144680,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2009,2009,hg/ha,156918,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2010,2010,hg/ha,163565,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2011,2011,hg/ha,169294,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2012,2012,hg/ha,170783,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2013,2013,hg/ha,173102,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2014,2014,hg/ha,180316,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2015,2015,hg/ha,173304,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2016,2016,hg/ha,179428,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2017,2017,hg/ha,171775,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2018,2018,hg/ha,162149,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2019,2019,hg/ha,180030,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1354,Strawberries,2020,2020,hg/ha,164865,E,Estimated value
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2000,2000,tonnes,59852,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2001,2001,tonnes,54778,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2002,2002,tonnes,51738,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2003,2003,tonnes,47423,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2004,2004,tonnes,53768,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2005,2005,tonnes,51523,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2006,2006,tonnes,50334,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2007,2007,tonnes,44713,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2008,2008,tonnes,44142,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2009,2009,tonnes,46683,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2010,2010,tonnes,51801,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2011,2011,tonnes,52481,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2012,2012,tonnes,55624,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2013,2013,tonnes,56033,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2014,2014,tonnes,58765,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2015,2015,tonnes,57901,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2016,2016,tonnes,59929,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2017,2017,tonnes,56909,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2018,2018,tonnes,54320,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2019,2019,tonnes,60310,A,Official figure
QCL,Crops and livestock products,250,France,5510,Production,1354,Strawberries,2020,2020,tonnes,54900,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2000,2000,ha,31918,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2001,2001,ha,32345,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2002,2002,ha,32930,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2003,2003,ha,33385,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2004,2004,ha,31665,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2005,2005,ha,30641,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2006,2006,ha,28319,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2007,2007,ha,31770,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2008,2008,ha,31731,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2009,2009,ha,30633,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2010,2010,ha,27057,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2011,2011,ha,29020,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2012,2012,ha,28304,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2013,2013,ha,25925,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2014,2014,ha,28533,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2015,2015,ha,26236,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2016,2016,ha,27203,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2017,2017,ha,31688,A,Official figure
QCL,Crops and livestock products,250,France,5312,Area harvested,1241.01,String beans,2018,2018,ha,,A,Official figure
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2000,2000,hg/ha,105549,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2001,2001,hg/ha,110853,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2002,2002,hg/ha,112839,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2003,2003,hg/ha,105275,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2004,2004,hg/ha,115158,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2005,2005,hg/ha,117362,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2006,2006,hg/ha,119995,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2007,2007,hg/ha,103026,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2008,2008,hg/ha,109060,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2009,2009,hg/ha,115475,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2010,2010,hg/ha,122445,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2011,2011,hg/ha,117242,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2012,2012,hg/ha,118160,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2013,2013,hg/ha,116655,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2014,2014,hg/ha,118464,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2015,2015,hg/ha,116256,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2016,2016,hg/ha,114001,E,Estimated value
QCL,Crops and livestock products,250,France,5419,Yield,1241.01,String beans,2017,2017,hg/ha,124208,E,Estimated value
